abs_corr,ci,ci_sigma,dsigma,extinction,htmid,kron_radius,kron_radius_sigma,num_filters,num_visits,spectrum_flag,start_mjd,start_time,stop_mjd,stop_time,x,y,z,match_id,target_name,num_images,num_images_per_filter,ra,dec,filter,flux,flux_sigma
"Y","1.028573549217536","0.12325011523815707","17.881290008439706","1.0941359996795654","16734343275293","0.2671666628917058","0.10459019611773007","5","24","N","50080.386308562476","1995-12-29 09:16:17.063","57491.28130570147","2016-04-13 06:45:04.813","0.10329599118828466","0.9213596011053592","0.3747351380061779","102876015","V-CM-TAU","30","2","83.60313497998642","22.007943698288337","w2_f814w","18.824745178222656","0.07845497131347656"
"Y","1.0836250442748718","0.22375949838983591","26.7608586657441","1.7212369441986084","16734347670149","0.24499999582767487","0.08682431273383667","3","38","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.10315906735651631","0.9214258890765586","0.37460984739169956","66464187","V-CM-TAU","40","24","83.61199997513113","22.00020108115276","a_f550m","19.814200401306152","0.03365039825439453"
"Y","1.0836250442748718","0.22375949838983591","26.7608586657441","1.7212369441986084","16734347670149","0.24499999582767487","0.08682431273383667","3","38","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.10315906735651631","0.9214258890765586","0.37460984739169956","66464187","V-CM-TAU","40","14","83.61199997513113","22.00020108115276","w2_f547m","19.847496032714844","0.02279949188232422"
"Y","1.0836250442748718","0.22375949838983591","26.7608586657441","1.7212369441986084","16734347670149","0.24499999582767487","0.08682431273383667","3","38","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.10315906735651631","0.9214258890765586","0.37460984739169956","66464187","V-CM-TAU","40","2","83.61199997513113","22.00020108115276","w2_f814w","19.128395080566406","0.03930473327636719"
"Y","3.724784094653998","0.2675819766242131","0","1.7212369441986084","16734347659347","0.45499999999999996","0","4","1","N","51570.39531025011","2000-01-27 09:29:14.810","51570.69368987018","2000-01-27 16:38:54.807","0.10322773105327258","0.9214138325893761","0.3746205876014729","1689660","CRAB-FIELD-1","4","1","83.60770029326305","22.00086478017033","w2_f502n","19.95069122314453","0"
"Y","3.2796108432955027","0.23734895984478518","0","1.7212369441986084","16734347659267","0.45499999999999996","0","4","1","N","51570.39531025011","2000-01-27 09:29:14.810","51570.69368987018","2000-01-27 16:38:54.807","0.10321583074058445","0.9214069725478244","0.3746407388753857","7694376","CRAB-FIELD-1","4","1","83.60838391985311","22.002110051053766","w2_f502n","19.969390869140625","0"
"Y","2.695846081757242","0.2822257806312967","0","1.7212369441986084","16734347664925","0.3499999940395355","0","3","1","N","51475.64251867123","1999-10-24 15:25:13.617","51475.925620592665","1999-10-24 22:12:53.620","0.10312063179465866","0.9214412150538686","0.37458273118274776","50856476","CRAB-FIELD-3","3","1","83.61446571959172","21.99852542928039","w2_f631n","19.688800811767578","0"
"Y","1.3264624514403287","0.68696921506092","77.5960851458047","1.7212369441986084","16734347663064","0.2523255770982698","0.08793496390040499","5","39","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.1031224053776315","0.921438085192101","0.37458994202697377","100394064","V-CM-TAU","43","15","83.6143352902353","21.99897102300114","w2_f547m","19.577999114990234","0.03869819641113281"
"Y","1.3264624514403287","0.68696921506092","77.5960851458047","1.7212369441986084","16734347663064","0.2523255770982698","0.08793496390040499","5","39","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.1031224053776315","0.921438085192101","0.37458994202697377","100394064","V-CM-TAU","43","2","83.6143352902353","21.99897102300114","w2_f814w","19.306645393371582","0.16274547576904297"
"Y","1.3264624514403287","0.68696921506092","77.5960851458047","1.7212369441986084","16734347663064","0.2523255770982698","0.08793496390040499","5","39","N","50080.386308562476","1995-12-29 09:16:17.063","57607.32353999093","2016-08-07 07:45:53.857","0.1031224053776315","0.921438085192101","0.37458994202697377","100394064","V-CM-TAU","43","1","83.6143352902353","21.99897102300114","w2_f631n","17.170400619506836","0"
